what do you think?,player_name,trade_date,season,trade_type,from_team,to_team,num_teams,position_group,is_pitcher,age_at_trade,contract_status,years_control_remaining,salary_m,aav_m,war_yr0,g_yr0,war_yr1,g_yr1,war_yr2,g_yr2,war_yr3,g_yr3,war_peak,covid_yr,wWAR,war_trend,trend_label,yr0_rate,avail_pct,avail_grade,peak_gap,key_pieces,return_summary,return_tier,return_prospect_grades,notes
T303,Jonathan Schoop,7/31/2018,2018,deadline,BAL,MIL,2,2B,0,26,arb3,0,8.5,8.5,1.1,85,4.5,131,3.5,160,1.3,162,4.5,,2.79,-1.79,declining,2.1,0.932,A,1.71,"Jonathan Villar (MLB INF), Luis Ortiz (RHP, MIL #7 prospect), Jean Carmona (SS, MIL #16 prospect, 18yo)","BAL received established MLB infielder Jonathan Villar plus two Brewers prospects — Luis Ortiz (org #7, Double-A RHP with #3 starter ceiling) and Jean Carmona (org #16, 18yo SS). Schoop non-tendered by MIL after 2018 season; pure rental. fWAR used throughout (6.1 figure from another source is bWAR).",5,"MLB-solid, P5, P6","Schoop was in his final year of arbitration eligibility, earning $8.5M in 2018 with a projected $10.1M ask for 2019, making him a pure rental the moment Milwaukee acquired him. The Brewers non-tendered him after the season following a brutal .202/.246/.331 slash line in 46 games post-trade, declining to pay the arbitration raise for a player who had collapsed. Villar, the centerpiece return, was a multi-tool, switch-hitting infielder with a full-time MLB track record (career 12.4 bWAR entering the deal) but was coming off a down 2017 and was himself a controllable piece Baltimore valued for rebuilding. Luis Ortiz (org #6-7) was a Double-A RHP with injury history who never reached the majors; Jean Carmona was an 18-year-old DSL/A-ball SS with no national ranking and long-term upside only."
T304,Zack Greinke,7/31/2019,2019,deadline,ARI,HOU,2,SP,1,35,signed,2,34.4,34.4,3.6,23,2.7,33,4.9,32,2.3,26,4.9,,3.33,-0.63,stable,4.7,1.011,A,1.57,"Corbin Martin (HOU #5 per MLB Pipeline), J.B. Bukauskas (HOU #4), Seth Beer (HOU #3, 2018 first-round pick), Josh Rojas (HOU #22)","Four Astros org-top-5 prospects headlined by Beer (2018 first-rounder), Bukauskas (2017 first-rounder), and Martin — none ranked national top-25 at trade time. ARI absorbed $24M of remaining $77M contract, compressing the return.",6,"P4, P4, P4, P6","Houston traded three org top-5 prospects plus a depth piece for Greinke, who had two years and $64M remaining on his 6-year/$206.5M deal; Arizona absorbed $24M to lower Houston's obligation to ~$53M. At trade time Martin (#81 MLB Pipeline nationally) and Bukauskas (#97) were fringe top-100 arms, Beer was the org's #3 prospect and a 2018 first-round pick but off national top-100 lists due to defensive limitations, and Rojas was org-depth only. Greinke went 8-1, 3.02 ERA down the stretch and the Astros reached the 2019 World Series (lost in 7 to Washington); all three top prospects combined for -2.4 WAR in Arizona, with Rojas the only piece to provide meaningful MLB value."
T305,Brendan Donovan,2/2/2026,2026,offseason,STL,SEA,3,IF,0,29,arb2,2,5.8,5.8,,,2.9,118,3.2,153,1.5,95,3.2,,2.65,0.25,stable,,0.753,C,0.55,"Jurrangelo Cijntje, Tai Peete, Colton Ledbetter, Comp B pick #68, Comp B pick #72","STL received switch-pitcher Jurrangelo Cijntje (SEA #7, MLB #91 at trade time), outfielder Tai Peete (SEA #11 org prospect), outfielder Colton Ledbetter (TB #24 org prospect), and two Competitive Balance Round B picks (nos. 68 and 72 overall) from SEA and TB respectively. No proven MLB regulars were included in the return.",5,"P4, P5, P5","Three-team trade: SEA acquired Donovan, STL acquired the prospect package, TB acquired 3B Ben Williamson from SEA. Donovan had two years of arbitration remaining (arb2 in 2026 at $5.8M, arb3 in 2027, UFA after 2027). This was the capstone move of STL's full rebuild under new president Chaim Bloom. Cijntje is a rare switch-pitcher (throws with both arms) and was viewed as the prize of the return at MLB #91. The two comp picks (#68, #72) gave STL five picks in the top 72 of the 2026 draft. Peete has plus speed and raw power but significant swing-and-miss concerns (32% miss rate). Ledbetter draws Ian Happ comps but has platoon issues vs. LHP."
T306,Nolan Arenado,1/13/2026,2026,offseason,STL,ARI,2,3B,0,34,signed,2,27,30.56,,,0.9,107,3.2,152,2.8,144,7.2,,2.14,-1.24,declining,,0.829,B,5.06,"Jack Martinez, cash/salary retention","STL received RHP Jack Martinez (ARI 8th-round pick, 2025 draft, unranked org filler) plus massive salary relief: the Cardinals retained $26M of the remaining $42M owed to Arenado over 2026-27, effectively paying to dump the contract. The Rockies contributed an additional $5M in 2026 per existing obligations.",2,"P6, CASH","Trade announced January 13, 2026 (T306 date listed as 2/2/2026 may reflect official transaction finalization). Arenado had invoked NTC to block a Houston deal in 2025 before waiving it here. His 2025 line was .237/.289/.377 (87 OPS+) in 107 games. ARI pays only $5M in 2026 and $6M in 2027 of Arenado's remaining $42M; Rockies cover $5M in 2026; Cardinals responsible for $17M in 2026 (including $6M deferred to 2040-41) and $9M in 2027. Jack Martinez is a 6-4, 215 lb RHP sitting mid-90s who was not ranked in MLB Pipeline's top 30 for either organization — projects as reliever. Cardinals absorbed the bulk of a declining 34-year-old's salary to clear roster/payroll."
T307,Taylor Ward,11/18/2025,2026,offseason,LAA,BAL,2,OF,0,30,signed,1,12.175,12.18,,,2.9,157,2.8,156,1.4,97,3.7,,2.49,0.41,stable,,0.844,B,1.21,Grayson Rodriguez,"LAA received RHP Grayson Rodriguez, a former top-10 national prospect who had posted a 3.86 ERA in 2024 but missed all of 2025 following elbow debridement surgery. Rodriguez was under team control through 2029, giving the Angels a cost-controlled starter with remaining upside despite the significant injury risk.",5,MLB-solid,"Ward was a rental (arb3, final year of control entering 2026) coming off a career year: 36 HR, 103 RBI, .257/.357/.514 in 2025. Rodriguez missed all of 2025 with bone spur removal surgery on his right elbow and had lingering back issues into 2026. The Orioles dealt from pitching surplus to fill an OF need; LAA received a high-ceiling but injury-flagged arm under team control through 2029. Ward signed a 1-year $12.175M deal with BAL in January 2026 to avoid arbitration."
T308,Ryan Weathers,1/13/2026,2026,offseason,MIA,NYY,2,SP,1,25,signed,3,1.35,1.35,,,0.2,8,1.1,16,-0.2,12,1.1,,0.4,-0.2,stable,,0.4,F,0.7,"Dillon Lewis, Brendan Jones, Dylan Jasso, Juan Matheus","Miami received a four-prospect package: outfielder Dillon Lewis (Yankees' #8 BA / #16 MLB Pipeline prospect, 22 HR/26 SB in A/A+ in 2025), outfielder Brendan Jones (Yankees' #15 prospect, elite speed with 51 SB in 2025), infielder Dylan Jasso (Yankees' #23-24 prospect), and infielder Juan Matheus (org depth, below Double-A).",4,"P5, P5, P6, P6","Weathers avoided arbitration Jan 8, 2026 at $1.35M before being traded Jan 13, 2026. He is under club control through 2028 (arb-eligible 2027, FA 2029). The Yankees needed rotation depth after projected early-season injuries. Dillon Lewis is the headliner — an upside OF bat with 22 HR tool — but none of the four returnees cracked national top-100 lists at time of trade. Several analysts graded MIA's return favorably given Weathers' modest 0.2 WAR in 2025 and three years of control."
T309,Edward Cabrera,1/7/2026,2026,offseason,MIA,CHC,2,SP,1,26,arb2,3,4.45,4.45,,,2,26,0.6,20,1.1,20,2,,1.31,0.69,stable,,0.733,C,0.69,"Owen Caissie, Cristian Hernandez, Edgardo De Leon","Miami received Cubs top prospect Owen Caissie (OF, ranked No. 47 overall by MLB Pipeline at time of trade), plus infield prospect Cristian Hernandez (Cubs org top-15, not top-100 nationally) and 19-year-old DSL arm Edgardo De Leon (rookie ball only). Caissie was the clear headliner after a 12-game MLB cameo with Chicago in 2025.",5,"P3, P5, P6","Cabrera had his best season in 2025: 8-7, 3.53 ERA, 150 K over 137.2 IP. Three years of arbitration control remaining through 2028. Cubs signed him to a 1-year $4.45M deal (above MLBTR's $3.7M projection) the day after the trade was announced. Caissie missed the final weeks of 2025 with a concussion after a wall collision; injury history was a minor drag on his value. Trade occurred in the offseason (Jan 7, 2026), giving Miami a rebuilding centerpiece prospect."
T310,Mauricio Dubon,11/19/2025,2026,offseason,HOU,ATL,2,UTIL,0,30,signed,1,6.1,6.1,,,2.2,133,1.1,137,1.8,132,2.2,,1.73,0.47,stable,,0.827,B,0.47,Nick Allen,"HOU received SS/2B Nick Allen, a 27-year-old defense-first infielder with a 55 career OPS+ in 1,176 MLB plate appearances, projected at $1.4M in 2026 with four years of team control remaining.",3,MLB-depth,"Primarily a salary-relief move for HOU — Dubon was owed ~$5M in 2025 (arb2) and projected ~$6.1M in his final arb year (2026, which ATL did exercise). Allen has no minor league options remaining. Dubon won the AL Utility Gold Glove in both 2023 and 2025. Trade framed as HOU gaining payroll flexibility to pursue starting pitching. CBS Sports described it as two teams swapping 'light-hitting infielders.'"
T311,Freddy Peralta + Tobias Myers,1/21/2026,2026,offseason,MIL,NYM,2,SP,1,29,signed,1,8,8,,,3.6,33,2.3,32,3,30,4,,3.02,0.58,stable,,1.056,A+,0.98,"Jett Williams, Brandon Sproat","MIL received SS/3B prospect Jett Williams (ranked ~#30 MLB Pipeline at time of trade, Mets' top prospect) and RHP Brandon Sproat (ranked #71 Baseball America preseason Top 100, Mets' #5 prospect). The deal was a package trade as MIL also sent Tobias Myers alongside Peralta.",5,"P3, P4","Package trade — MIL sent both Freddy Peralta and Tobias Myers to NYM; return tier adjusted down 1 for the co-traded Myers. Peralta was in his final year of control ($8M team option) and a two-time All-Star coming off a 17-6, 2.70 ERA campaign in 2025. Myers (3.15 ERA over 188.2 IP since 2024 debut) was included as salary/roster filler. Jett Williams ranked ~#30 MLB Pipeline / #39 Bleacher Report in 2025-26 offseason; post-trade rankings showed some volatility as he moved to MIL. Sproat ranked #71 BA preseason Top 100 and was MIL's top pitching prospect post-trade."
T312,Sonny Gray,11/25/2025,2026,offseason,STL,BOS,2,SP,1,36,signed,2,31,24.95,,,3.6,32,3.8,28,5.4,32,5.4,,4.12,-0.52,stable,,1.022,A,1.28,"Brandon Clarke, Richard Fitts","STL received LHP Brandon Clarke (Red Sox No. 5 prospect per MLB Pipeline, fringe BA top-100 at ~#96, 22-year-old 5th-round 2024 draft pick with 95-100 mph fastball) and RHP Richard Fitts (25-year-old with 15 MLB appearances, 3.97 ERA in 65.2 innings), plus $20M cash retained by STL to offset Gray's 2026 salary.",4,"P4, P5, CASH","Gray waived his no-trade clause to approve the deal. His contract was restructured at trade: 2026 salary dropped from $35M to $31M, mutual option buyout escalated from $5M to $10M, with STL retaining $20M of the 2026 salary (BOS net cost $11M + $10M buyout = $21M CBT hit). Gray was coming off a solid 2025 season (32 GS, 180.2 IP, 4.28 ERA, 201 K). The trade marked the start of a Cardinals rebuild under new president Chaim Bloom. Clarke had a finger blister injury and Fitts had nerve pain, both cleared for spring training. Cardinals also received a PTBNL or cash considerations per some reports."
T313,Willson Contreras,12/21/2025,2026,offseason,STL,BOS,2,1B,0,33,signed,3,18,17.7,,,2.8,135,2.7,84,2.8,125,3.5,,2.77,0.03,stable,,0.708,C,0.73,"Hunter Dobbins, Yhoiker Fajardo, Blake Aita","STL received MLB RHP Hunter Dobbins (recovering from torn ACL, 4.13 ERA in 13 apps in 2025), RP prospect Yhoiker Fajardo (BOS #23 prospect at time of trade, now STL #10-11), and RP prospect Blake Aita (fringe BOS top-30). Cardinals also ate $8M of the remaining contract ($4M in each of 2026 and 2027) to facilitate the deal.",3,"MLB-depth, P5, P6","Contreras was suspended 6 games during 2025 season for conduct detrimental to the team. He transitioned from catcher to 1B/DH role with STL in 2025 (.257/.344/.447, 20 HR, 80 RBI, 2.8 fWAR). Contract was restructured post-trade: 2026 $18M, 2027 $17M, 2028 $20M club option ($7.5M buyout), with STL retaining $8M total ($4M/yr in 2026-27). Dobbins' ACL injury (July 2025) significantly depresses his value. This was the second Cardinals-Red Sox deal that offseason; Boston also acquired Sonny Gray from STL weeks prior. Cardinals in rebuild mode clearing veteran contracts."
T314,Brandon Nimmo,11/23/2025,2026,offseason,NYM,TEX,2,OF,0,32,signed,5,20.25,20.25,,,3,155,2.8,151,4.2,152,5.5,,3.23,-0.23,stable,,0.942,A,2.27,Marcus Semien,"NYM received 2B Marcus Semien, a two-time Gold Glove winner on a 7yr/$175M deal with 3 years/$72M remaining, while also sending $5M cash to TEX to facilitate the swap. Semien was 35 years old and coming off an injury-shortened 2025 season (2.1 fWAR in 127 games).",5,MLB-solid,"Contract swap centered on roster/payroll restructuring. Nimmo waived his full no-trade clause and received a $1M assignment bonus. NYM sent $5M to TEX as part of the deal. Semien was declining at 35 (foot injury limited him to 127 games in 2025, .230/.305/.364) but was a defensive upgrade at 2B. Nimmo had just posted personal bests in 2025 (25 HR, 92 RBI). Nimmo's deal runs through 2030 at $20.25M/yr; Semien's remaining deal is ~$72M over 3 years at $25M AAV in 2026-2027 then $20M in 2028."
T315,MacKenzie Gore,1/22/2026,2026,offseason,WSN,TEX,2,SP,1,26,signed,2,5.6,5.6,,,2.9,30,3.2,32,1.2,27,3.2,,2.57,0.33,stable,,0.989,A,0.63,"Gavin Fien, Alejandro Rosario, Devin Fitz-Gerald, Yeremy Cabrera, Abimelec Ortiz","Washington received five Rangers prospects headlined by 2025 12th-overall pick Gavin Fien (Rangers #2 prospect, fringe top-100 nationally) and Alejandro Rosario (Rangers #6, former top-50 national prospect recovering from Tommy John surgery). The remainder of the package — Devin Fitz-Gerald, Yeremy Cabrera, and Abimelec Ortiz — were Rangers org depth pieces ranked #12, #16, and #18 in the system respectively.",6,"P4, P4, P5, P6, P6","Gore born Feb 24, 1999; was 26 at time of trade. Settled 2026 arbitration with Washington at $5.6M on Jan 8, 2026, then traded Jan 22-23, 2026. Under team control through 2027 (arb3) before hitting free agency after 2028 season. Rosario (TJS) did not pitch in 2026. Fien hit IL with left wrist inflammation in May 2026 and fell off MLB Pipeline top-100. Trade grades were mixed — analysts noted Rangers paid a steep price given Gore's two years of control, while some felt Nationals should have extracted a higher-caliber headliner."
T316,Josh Lowe,1/16/2026,2026,offseason,TBR,LAA,3,OF,0,27,signed,3,2.6,2.6,,,-0.1,108,1,106,3.4,135,3.4,,1.14,-1.24,declining,,0.718,C,2.26,"Gavin Lux, Chris Clark","TBR received infielder Gavin Lux (MLB regular, 1yr/$5.525M rental, final year of control) from the Reds and RHP minor leaguer Chris Clark (2023 5th-round pick, Double-A depth starter) from the Angels in a three-team deal also involving LHP Brock Burke going to Cincinnati.",3,"MLB-depth, P6","Three-team trade: TBR sent Lowe to LAA, CIN sent Lux to TBR, LAA sent Clark to TBR, TBR sent Burke to CIN. Lowe had 3.093 years of service time, signed a 1yr/$2.6M pre-arb deal on Jan 8 just before being traded Jan 15-16. He suffered right oblique injuries three times in 13 months; missed the first 47 games of 2025. Batted a career-worst .220/.291/.371 with 11 HR in 2025. Lux is an established MLB infielder but in final year of control and has had injury issues himself; signed 1yr/$5.525M with CIN before being flipped. Clark is a Harvard 5th-rounder who posted 4.73 ERA in 28 MiLB appearances and reached Double-A briefly; considered org depth outside FanGraphs top-40 for LAA."
T317,Jeff McNeil,12/22/2025,2026,offseason,NYM,OAK,2,2B,0,33,signed,2,15.75,12.5,,,2.1,122,1.3,129,2.4,156,5.5,,1.91,0.19,stable,,0.837,B,3.59,Yordan Rodriguez,"The Mets received 17-year-old RHP Yordan Rodriguez, a DSL-level Cuban signee who went unranked in Oakland's top 30 prospects. This was effectively a salary dump — New York also sent $5.75M to Oakland to cover part of McNeil's 2026 salary.",2,P6,"Pure salary dump by the Mets. McNeil had 2026 guaranteed ($15.75M, with NYM paying $5.75M of it) and a $15.75M club option for 2027 (with NYM covering $2M of the buyout if not exercised). McNeil became expendable after the Mets signed Marcus Semien at 2B in November 2025. Rodriguez was signed by Oakland for just $400K in January 2025 and posted a 2.93 ERA in DSL — nowhere near org top-30 caliber at time of trade. McNeil is the 2022 batting champion and 2x All-Star, making this return historically poor for a player of his profile."
T318,Mike Burrows,12/19/2025,2026,offseason,PIT,HOU,3,SP,1,26,pre-arb,6,0.8,0.8,,,1.3,19,-0.1,0,,,1.3,,0.68,0.62,stable,,0.317,F,0.62,"Brandon Lowe, Mason Montgomery, Jake Mangum","Pittsburgh received MLB All-Star 2B Brandon Lowe (31 HR in 2025, $11.5M in 2026 — final year of control), LHP reliever Mason Montgomery (99 mph fastball, MLB-level arm), and OF Jake Mangum (.296/.27 SB in 2025 rookie year) from Tampa Bay in this three-team deal. No top national prospects were included; the return was headlined by a high-impact MLB rental.",6,"MLB-solid, MLB-depth, MLB-depth","Three-team trade: PIT sent Burrows to HOU, Astros sent Jacob Melton and Anderson Brito to TB, Rays sent Lowe/Montgomery/Mangum to PIT. Burrows debuted September 2024, was pre-arb with ~6 years control remaining through 2031. The headline piece (Lowe) is a rental — one year of control at $11.5M — which limits long-term return value despite his 31 HR 2025 season. CBS Sports gave Astros the worst trade grade. FanGraphs projects Burrows for 1.6 fWAR in 2026 for Houston. Montgomery had a 5.67 ERA in 2025 but electric stuff (~99 mph avg fastball); showed better results early 2026. Mangum is a speed/contact player with 27 SBs in his 2025 rookie year."
T319,Shane Baz,12/19/2025,2026,offseason,TBR,BAL,2,SP,1,26,arb1,3,1,1,,,2,31,1.1,14,0.1,,2,,1.6,0.4,stable,,0.75,C,0.4,"Slater de Brun, Caden Bodine, Michael Forret, Austin Overn, 2026 CBR-A pick (#33)","TBR received four Orioles prospects — OF Slater de Brun (O's #6, 2025 first-round pick #37), C Caden Bodine (O's #10, 2025 first-round pick #30), RHP Michael Forret (O's #11, 1.58 ERA across Double-A/High-A in 2025), OF Austin Overn (O's #30) — plus the 2026 Competitive Balance Round A pick (#33 overall).",6,"P4, P4, P5, P6","Baz underwent Tommy John surgery in September 2022, missed all of 2023, returned mid-2024, and made 31 starts in 2025 (4.87 ERA, 176 K). At trade, he was arb1 with 3 years of club control remaining (through 2028). Baltimore subsequently signed Baz to a 5-year, $68M extension (March 2026) with a $4M signing bonus. De Brun and Bodine were both 2025 draft picks with minimal pro track record at time of trade; de Brun signed over-slot for $4M. The 2026 CBR-A pick (#33) adds meaningful additional value beyond the four prospects."
T321,Jose Ferrer,12/6/2025,2026,offseason,WSN,SEA,2,RP,1,25,pre-arb,4,0.797,0.8,,,1.4,72,0.6,31,0.1,39,1.4,,0.81,0.59,stable,,0.728,C,0.59,"Harry Ford, Isaac Lyon","WSN received catching prospect Harry Ford (ranked 42nd nationally by MLB.com at time of trade, No. 2 in Nationals system immediately upon arrival) and RHP Isaac Lyon, a 10th-round pick from the 2025 draft with minimal pro track record.",4,"P3, P6","Ferrer is a ground-ball specialist LHP (99th-percentile GB rate, 95th-percentile walk rate, 93rd-percentile barrel rate) under control through 2029 with pre-arb minimum salary through 2026 and three arb years to follow. Harry Ford made his MLB debut in 2025 (8 games, .167 AVG) but was still prospect-eligible. Lyon is a fastball-slider RHP who struggled in his Low-A debut (10 ER in 12.1 IP). WSN was trading from a bullpen surplus during a rebuild phase."
T322,Johan Oviedo,12/4/2025,2026,offseason,PIT,BOS,2,SP,1,27,signed,2,1.55,1.55,,,0.2,9,,,1.8,32,1.8,,0.8,-0.6,stable,,0.683,C,1,"Jhostynxon Garcia, Jesus Travieso","PIT received OF Jhostynxon Garcia, a top-100 prospect ranked No. 85 by MLB Pipeline (nicknamed 'The Password'), who hit .303/.367/.564 with 17 HR at Triple-A in 2025, plus 18-year-old RHP Jesus Travieso, a low-level arm with plus velocity (97-100 mph) but Single-A experience and org-depth profile.",4,"P4, P6","Oviedo missed all of 2024 following Tommy John surgery and returned in 2025 to make 9 starts (2-1, 3.57 ERA). Five-player deal: BOS also sent C Adonys Guzman and LHP Tyler Samaniego to PIT. Oviedo has 2 arb years remaining (free agent after 2027). His 2025 salary was $850K after losing arb; BOS signed him to a 1-year $1.55M deal for 2026. Garcia was the headline piece but is a toolsy outfield prospect, not a top-50 name at time of trade."
T323,Joey Wiemer,11/21/2025,2026,offseason,MIA,SFG,2,OF,0,26,pre-arb,5,0.785,0.79,,,0.4,27,-0.3,21,1,132,1,,0.32,0.08,stable,,0.37,F,0.68,cash considerations,"Miami received only cash considerations from San Francisco. Wiemer had been DFA'd by the Marlins ahead of the Rule 5 protection deadline, making this a roster-clearing move with essentially no prospect or player return.",1,CASH,"Wiemer was DFA'd by Miami on November 18, 2025, just days before the Rule 5 protection deadline. Giants acquired him for cash on November 21, then DFA'd him themselves on December 17. He was claimed off waivers by Washington on January 5, 2026. Injury history includes knee issues (IL May 2024); had only ~1.089 years of MLB service time despite debuting April 2023 due to IL stints and minor league time. This was a pure 40-man roster management move, not a value trade."
T324,Taylor Rogers,1/28/2025,2025,offseason,SFG,CIN,2,RP,1,34,rental,0,12,11,,,0.2,64,0.3,60,1,66,2.1,,0.43,-0.23,stable,,0.974,A,1.67,Braxton Roxby,"SFG received minor league RHP Braxton Roxby (Double-A, 5.21 ERA in 39 relief appearances in 2024); SFG also sent $6M cash to offset half of Rogers’ $12M salary",1,Roxby fringe Double-A RP,Rogers in final year of 3yr/$33M deal. Only 0.2 fWAR in 2024 despite A+ availability. SFG shed salary; CIN acquired veteran LHP depth at $6M net cost after cash offset.
T335,Ryan Pressly,1/28/2025,2025,offseason,HOU,CHC,2,RP,1,36,rental,1,14,14,,,0.86,59,1.1,65,1.38,50,2.4,,1.09,-0.19,stable,,0.892,A,1.31,Juan Bello + Cash,HOU received minor league SP Bello and $5.5M cash in rental salary dump; CHC nets closer at effective $8.5M/yr,1,P5,"HOU sent $5.5M to CHC with Pressly (net $8.5M/yr); Pressly waived NTC to join CHC; rental, FA after 2025"
T336,Vidal Brujan,12/29/2024,2025,offseason,MIA,CHC,2,UTIL,0,27,pre-arb,3,0.74,0.74,,,0.1,102,-0.3,37,-0.7,52,0.1,,-0.51,0.21,stable,,0.393,F,0.61,Matt Mervis,"CHC received 1B prospect Matt Mervis (former top-100, struggled at Triple-A in 2024) plus cash — utility/depth swap of marginal players",1,Mervis fringe prospect,Same transaction as T334 (Mervis CHC MIA perspective). Cubs acquired Brujan as versatile defensive UTIL (all infield spots plus OF). Brujan had been DFA’d by Miami earlier in 2024 before being re-added; minimum-salary pre-arb status confirmed by DFA history.
T337,Jesus Luzardo,12/22/2024,2025,offseason,MIA,PHI,2,SP,1,27,arb2,2,6.5,6.5,,,0.7,12,3.8,32,2.3,18,5.3,,2.13,-1.43,declining,,0.689,C,3.17,"Starlyn Caba, Emaarion Boyd","MIA received SS Starlyn Caba (PHI no. 4 prospect, national no. 81 per MLB.com at time of trade) and OF Emaarion Boyd (PHI no. 23) — widely viewed as pennies on the dollar for a 2yr-controlled LHP",4,Caba Top-100; Boyd fringe,"FA after 2026 (arb2 in 2025, arb3 in 2026). Luzardo had only 12 GS in 2024 due to injury, depressing asking price. PHI parted with a top-100 prospect for a declining-trend SP with C availability grade."
T338,Josh Naylor,12/21/2024,2025,offseason,CLE,ARI,2,1B,0,27,arb3,1,12,12,,,2.3,152,2.7,121,1.9,122,3.1,,2.33,-0.03,stable,,0.813,B,0.77,Slade Cecconi,"CLE received RHP Slade Cecconi (6yr control, Triple-A/MLB experience) and a competitive-balance round B pick; Naylor was entering his walk year at $12M projected arb",3,Cecconi MLB-ready arm; CBR-B pick,Naylor posted a career-high 31 HR and 108 RBI in 2024 but had only 1 year of control. ARI acquired him to fill the void left by Christian Walker (FA). CLE signed Carlos Santana ($63M) the same day as a replacement. Comp-balance pick adds meaningful value beyond Cecconi.
T339,Nathaniel Lowe,12/22/2024,2025,offseason,TEX,WSN,2,1B,0,29,arb2,2,10.3,10.3,,,2.9,140,2.7,161,3.1,157,3.1,,2.92,-0.02,stable,,0.942,A,0.18,Robert Garcia,"TEX received only LHP Robert Garcia (28yo, 72G/4.04 ERA in 2024, ~5yr team control) — cost-cutting salary dump following 2023 World Series; minimal prospect return for a 2yr controlled 1B",2,Garcia MLB RP,TEX prioritized roster flexibility over prospect return after WS title. Lowe had 2 arb years remaining ($10.3M set by arb for 2025). WSN adds a solid Gold Glove 1B (2023 WS season) at reasonable cost. Robert Garcia had 5+ years of team control remaining.
T325,Andres Gimenez,12/10/2024,2024,offseason,CLE,TOR,2,2B,0,25,signed,5,15.21,15.21,,,2.73,152,3.8,153,6.12,146,6.1,,3.92,-1.22,declining,,0.928,A,2.18,"Spencer Horwitz, Nick Mitchell, Nick Sandlin","CLE received solid MLB 1B Horwitz, reliable RP Sandlin, and low-minors OF prospect Mitchell in three-piece package",5,"MLB-solid, MLB-solid, P5",CLE salary dump; Gimenez on 7yr/$106.5M extension with 5yr remaining; TOR acquired elite defensive 2B in prime
T326,Brady Singer,11/22/2024,2024,offseason,KC,CIN,2,SP,1,28,arb2,2,7,7,,,2.45,32,1.92,29,2.96,24,3,,2.43,0.07,stable,,0.944,A,0.57,"Jonathan India, Joey Wiemer","KC received former NL ROY India (2B, solid MLB regular) and power OF Wiemer; Wiemer has plus raw power with significant swing-and-miss concerns",5,"MLB-solid, MLB-solid",KC sold Singer (2yr arb control) for MLB-ready 2B and power OF prospect; India former NL ROY 2021
T327,Jeffrey Springs,12/14/2024,2024,offseason,TB,OAK,2,SP,1,32,signed,1,7.75,7.75,,,0.4,7,0.72,3,3.05,25,3.1,,1.18,-0.78,stable,,0.389,F,1.92,"Joe Boyle, Jacob Watters, Will Simpson, Comp A pick","TB received high-upside power SP prospect Boyle (100mph, 1st round 2021), two depth arms Watters and Simpson, and Competitive Balance A pick",4,"P3, P5, P5, draft",Springs returning from 2023 TJ surgery; OAK gave up power SP prospect Boyle (100mph) + package for 1yr signed SP
T328,Gavin Lux,1/7/2025,2025,offseason,LAD,CIN,2,2B,0,27,arb2,2,3,3,,,1.44,139,,,2.7,129,2.7,,1.89,-0.49,stable,,0.827,B,0.81,"Comp A pick #37, Mike Sirota",LAD received Competitive Balance A pick (#37 overall) and 3rd-round 2024 OF prospect Sirota (Reds #14) for arb 2B with two years of control,2,"draft, P5",LAD shed arb 2B; return was draft capital (Comp A #37) and 3rd-round 2024 OF prospect Sirota
T329,Cody Bellinger,12/17/2024,2024,offseason,CHC,NYY,2,OF,0,29,signed,2,26.7,26.7,,,2.08,130,4.38,130,1.45,144,7.8,,2.72,-0.62,stable,,0.831,B,5.08,"Cody Poteet, cash",CHC received fringe reliever Poteet and cash in salary dump; cleared $26.7M/yr after acquiring Kyle Tucker,2,MLB-depth,CHC salary dump post-Tucker acquisition; Bellinger 3yr/$80M deal (2yr remaining); NYY got star OF for fringe RP
T330,Jorge Soler,10/31/2024,2024,offseason,ATL,LAA,2,OF,0,32,signed,2,13,13,,,1.06,142,1.87,137,0.38,72,3.5,,1.19,-0.09,stable,,0.722,C,2.31,Griffin Canning,"ATL received arb SP Canning (5.19 ERA in 2024, Gold Glove winner) in salary relief trade; shed $26M/2yr remaining on Soler",2,MLB-solid,ATL salary dump; Soler posted 0.1 bWAR in 2024 with 2yr/$26M remaining; LAA sent arb SP Canning in return
T331,Jose Trevino,12/20/2024,2024,offseason,NYY,CIN,2,C,0,32,rental,1,3.425,3.425,,,1.67,74,0.74,55,3.83,115,3.8,,1.89,-0.19,stable,,0.502,F,1.91,"Fernando Cruz, Alex Jackson","NYY received solid-peripherals RP Cruz (3.27 FIP, 109 K in 67 IP) and backup C Jackson for rental catcher Trevino",2,"MLB-solid, MLB-depth",Trevino rental (FA after 2025); NYY received solid-peripherals RP Cruz (3.27 FIP) and backup C Jackson
T332,Eli Morgan,11/20/2024,2024,offseason,CLE,CHC,2,RP,1,28,arb2,2,1.5,1.5,,,0.32,32,0.43,61,0.57,50,0.6,,0.41,-0.11,stable,,0.733,C,0.19,Alfonsin Rosario,"CHC received Single-A OF prospect Rosario (20yo, .230/.344/.423 at Low-A) for solid bullpen arm with sub-2.00 ERA",1,P5,"Morgan posted 1.93 ERA in 2024; CLE received Single-A OF prospect Rosario (20yo, DSL/Low-A)"
